#,Step,Step Title,Sub-step,Sub-step Title,Problem,Difficulty,Tag,Status,Date Solved,Revision,Notes,BLOG,YT,LC,GFG,CN,TUF,Alt Link,Alt Source,LC (suggested),LC Suggested By,Solution PDF page,Origin
106,4,"Step 4: Binary Search [1D, 2D Arrays, Search Space]",3,3. BS on 2D Arrays,Find the row with maximum number of 1's,Easy,"Arrays, Data Structures",Not Started,,,,https://takeuforward.org/arrays/find-the-row-with-maximum-number-of-1s/,https://www.youtube.com/watch?v=SCz-1TtYxDI,,https://www.geeksforgeeks.org/problems/row-with-max-1s0023/1,https://www.codingninjas.com/codestudio/problems/row-of-a-matrix-with-maximum-ones_982768,https://takeuforward.org/plus/dsa/problems/find-row-with-maximum-1's,,,,,295,takeuforward roadmap
107,4,"Step 4: Binary Search [1D, 2D Arrays, Search Space]",3,3. BS on 2D Arrays,Search in a 2 D matrix,Medium,"Binary Search, Arrays, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/search-in-a-sorted-2d-matrix/,https://www.youtube.com/watch?v=JXU4Akft7yk,https://leetcode.com/problems/search-a-2d-matrix/,https://www.geeksforgeeks.org/problems/search-in-a-matrix17201720/1,https://www.codingninjas.com/codestudio/problems/search-in-a-2d-matrix_980531,https://takeuforward.org/plus/dsa/problems/search-in-a-2d-matrix,,,,,300,takeuforward roadmap
108,4,"Step 4: Binary Search [1D, 2D Arrays, Search Space]",3,3. BS on 2D Arrays,Search in a row and column wise sorted matrix,Medium,"Arrays, Binary Search, Data Structures",Not Started,,,,https://takeuforward.org/arrays/search-in-a-row-and-column-wise-sorted-matrix/,https://www.youtube.com/watch?v=9ZbB397jU4k,https://leetcode.com/problems/search-a-2d-matrix-ii/,https://www.codingninjas.com/codestudio/problems/search-in-a-row-wise-and-column-wise-sorted-matrix_839811,https://www.codingninjas.com/codestudio/problems/search-in-a-sorted-2d-matrix_6917532,https://takeuforward.org/plus/dsa/problems/search-in-2d-matrix-ii,,,,,307,takeuforward roadmap
109,4,"Step 4: Binary Search [1D, 2D Arrays, Search Space]",3,3. BS on 2D Arrays,Find Peak Element (2D Matrix),Hard,"Arrays, Binary Search",Not Started,,,,,https://www.youtube.com/watch?v=nGGp5XBzC4g,https://leetcode.com/problems/find-a-peak-element-ii/,https://www.naukri.com/code360/problems/find-peak-element_7449073,https://www.codingninjas.com/codestudio/problems/find-peak-element_7449073,https://takeuforward.org/plus/dsa/problems/find-peak-element,,,,,313,takeuforward roadmap
110,4,"Step 4: Binary Search [1D, 2D Arrays, Search Space]",3,3. BS on 2D Arrays,Matrix Median,Hard,"Binary Search, Arrays, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/median-of-row-wise-sorted-matrix/,https://www.youtube.com/watch?v=Q9wXgdxJq48,,https://www.geeksforgeeks.org/problems/median-in-a-row-wise-sorted-matrix1527/1,https://www.codingninjas.com/codestudio/problems/median-of-a-row-wise-sorted-matrix_1115473,https://takeuforward.org/plus/dsa/problems/matrix-median,,,,,318,takeuforward roadmap
111,5,Step 5: Strings [Basic and Medium],1,1. Basic and Easy String Problems,Remove outermost Paranthesis,Easy,"String, Stack",Not Started,,,,,,https://leetcode.com/problems/remove-outermost-parentheses/,https://www.geeksforgeeks.org/problems/outermost-parentheses/1,https://www.codingninjas.com/codestudio/problems/maximum-nesting-depth-of-the-parentheses_8144741,,,,,,326,takeuforward roadmap
112,5,Step 5: Strings [Basic and Medium],1,1. Basic and Easy String Problems,Reverse words in a given string / Palindrome Check,Easy,"Two Pointer, String, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/reverse-words-in-a-string/,,https://leetcode.com/problems/reverse-words-in-a-string/,https://www.geeksforgeeks.org/problems/reverse-words-in-a-given-string5459/1,https://www.codingninjas.com/studio/problems/reverse-words-in-a-string_696444,https://takeuforward.org/plus/dsa/problems/reverse-every-word-in-a-string,,,,,,takeuforward roadmap
113,5,Step 5: Strings [Basic and Medium],1,1. Basic and Easy String Problems,Largest odd number in a string,Easy,"String, Data Structures",Not Started,,,,,,https://leetcode.com/problems/largest-odd-number-in-string/,https://www.geeksforgeeks.org/problems/largest-odd-number-in-string/1,,https://takeuforward.org/plus/dsa/problems/largest-odd-number-in-a-string,,,,,335,takeuforward roadmap
114,5,Step 5: Strings [Basic and Medium],1,1. Basic and Easy String Problems,Longest Common Prefix,Easy,"String, Data Structures",Not Started,,,,,,https://leetcode.com/problems/longest-common-prefix/,https://www.geeksforgeeks.org/problems/longest-common-prefix-in-an-array5129/1,https://www.codingninjas.com/studio/problems/longest-common-prefix_628874,https://takeuforward.org/plus/dsa/problems/longest-common-prefix,,,,,339,takeuforward roadmap
115,5,Step 5: Strings [Basic and Medium],1,1. Basic and Easy String Problems,Isomorphic String,Easy,"String, Data Structures",Not Started,,,,,,https://leetcode.com/problems/isomorphic-strings/,https://www.geeksforgeeks.org/problems/isomorphic-strings-1587115620/1,https://www.codingninjas.com/studio/problems/isomorphic-strings-_1117636,https://takeuforward.org/plus/dsa/problems/isomorphic-string,,,,,343,takeuforward roadmap
116,5,Step 5: Strings [Basic and Medium],1,1. Basic and Easy String Problems,check whether one string is a rotation of another,Medium,"String, Data Structures",Not Started,,,,,,https://leetcode.com/problems/rotate-string/,https://www.geeksforgeeks.org/problems/check-if-strings-are-rotations-of-each-other-or-not-1587115620/1,https://www.codingninjas.com/studio/problems/check-if-one-string-is-a-rotation-of-another-string_1115683,https://takeuforward.org/plus/dsa/problems/rotate-string,,,,,348,takeuforward roadmap
117,5,Step 5: Strings [Basic and Medium],1,1. Basic and Easy String Problems,Check if two strings are anagram of each other,Medium,"String, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/check-if-two-strings-are-anagrams-of-each-other/,,https://leetcode.com/problems/valid-anagram/,https://www.geeksforgeeks.org/dsa/check-whether-two-strings-are-anagram-of-each-other/,https://www.codingninjas.com/studio/problems/anagram-pairs_626517,https://takeuforward.org/plus/dsa/problems/valid-anagram,,,,,353,takeuforward roadmap
118,5,Step 5: Strings [Basic and Medium],2,2. Medium String Problems,Sort Characters by frequency,Easy,"Arrays, Hashing, Data Structures",Not Started,,,,,,https://leetcode.com/problems/sort-characters-by-frequency/,https://www.geeksforgeeks.org/problems/sorting-elements-of-an-array-by-frequency/0,https://www.codingninjas.com/studio/problems/sorting-characters-by-frequency_1263699,https://takeuforward.org/plus/dsa/problems/sort-characters-by-frequency,,,,,357,takeuforward roadmap
119,5,Step 5: Strings [Basic and Medium],2,2. Medium String Problems,Maximum Nesting Depth of Paranthesis,Easy,"String, Stack",Not Started,,,,,,https://leetcode.com/problems/maximum-nesting-depth-of-the-parentheses/,https://www.geeksforgeeks.org/problems/maximum-nesting-depth-of-the-parentheses/1,,,,,,,361,takeuforward roadmap
120,5,Step 5: Strings [Basic and Medium],2,2. Medium String Problems,Roman Number to Integer and vice versa,Easy,"Hashing, Maths, String",Not Started,,,,,,https://leetcode.com/problems/roman-to-integer/,https://www.geeksforgeeks.org/problems/roman-number-to-integer3201/1,https://www.codingninjas.com/studio/problems/roman-numeral-to-integer_981308,,,,,,,takeuforward roadmap
121,5,Step 5: Strings [Basic and Medium],2,2. Medium String Problems,Implement Atoi,Medium,"String, Data Structures",Not Started,,,,,,https://leetcode.com/problems/string-to-integer-atoi/,https://www.geeksforgeeks.org/problems/implement-atoi/1,https://www.codingninjas.com/studio/problems/implement-atoi-function_981270,,,,,,369,takeuforward roadmap
122,5,Step 5: Strings [Basic and Medium],2,2. Medium String Problems,Count Number of Substrings,Medium,"String, Data Structures",Not Started,,,,,,,https://www.geeksforgeeks.org/problems/count-number-of-substrings4528/1,https://www.codingninjas.com/studio/problems/count-with-k-different-characters_1214627,,,,https://leetcode.com/problems/subarrays-with-k-different-integers,codolio,374,takeuforward roadmap
123,5,Step 5: Strings [Basic and Medium],2,2. Medium String Problems,Longest Palindromic Substring[Do it without DP],Hard,"String, Data Structures",Not Started,,,,,,https://leetcode.com/problems/longest-palindromic-substring/,https://www.geeksforgeeks.org/problems/longest-palindrome-in-a-string3411/1,,,,,,,379,takeuforward roadmap
124,5,Step 5: Strings [Basic and Medium],2,2. Medium String Problems,Sum of Beauty of all substring,Medium,"Hashing, Data Structures, String",Not Started,,,,,,https://leetcode.com/problems/sum-of-beauty-of-all-substrings/,https://www.geeksforgeeks.org/problems/sum-of-beauty-of-all-substrings-1662962118/1%5C,https://www.codingninjas.com/studio/problems/sum-of-beauty-of-all-substrings_8143656,,,,,,383,takeuforward roadmap
125,5,Step 5: Strings [Basic and Medium],2,2. Medium String Problems,Reverse Every Word in A String,Easy,"Two Pointer, String, Data Structures",Not Started,,,,,,https://leetcode.com/problems/reverse-words-in-a-string/,https://practice.geeksforgeeks.org/problems/reverse-words-in-a-given-string5459/1,https://www.codingninjas.com/codestudio/problems/reverse-words_7037425,https://takeuforward.org/plus/dsa/problems/reverse-every-word-in-a-string,,,,,387,takeuforward roadmap
126,6,"Step 6: Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",1,1. Learn 1D LinkedList,"Introduction to LinkedList, learn about struct, and how is node represented",Easy,"Linked List, Data Structures",Not Started,,,,https://takeuforward.org/linked-list/linked-list-introduction,https://www.youtube.com/watch?v=Nq7ok-OyEpg,,https://www.geeksforgeeks.org/problems/introduction-to-linked-list/1,https://www.codingninjas.com/studio/problems/introduction-to-linked-list_8144737,,,,,,,takeuforward roadmap
127,6,"Step 6: Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",1,1. Learn 1D LinkedList,Inserting a node in LinkedList,Easy,"Linked List, Data Structures",Not Started,,,,https://takeuforward.org/linked-list/insert-at-the-head-of-a-linked-list,https://www.youtube.com/watch?v=VaECK03Dz-g&t=1934,,https://www.geeksforgeeks.org/problems/linked-list-insertion-1587115620/0,https://www.codingninjas.com/studio/problems/insert-node-at-the-beginning_8144739,https://takeuforward.org/plus/dsa/problems/insertion-at-the-head-of-ll,,,,,,takeuforward roadmap
128,6,"Step 6: Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",1,1. Learn 1D LinkedList,Deleting a node in LinkedList,Medium,"Linked List, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/delete-last-node-of-linked-list/,https://www.youtube.com/watch?v=VaECK03Dz-g,https://leetcode.com/problems/delete-node-in-a-linked-list/,https://www.geeksforgeeks.org/problems/delete-a-node-in-single-linked-list/1,https://www.codingninjas.com/studio/problems/delete-node-of-linked-list_8160463,https://takeuforward.org/plus/dsa/problems/deletion-of-the-head-of-ll,,,,,,takeuforward roadmap
129,6,"Step 6: Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",1,1. Learn 1D LinkedList,Find the length of the linkedlist [learn traversal],Easy,"Linked List, Data Structures",Not Started,,,,https://takeuforward.org/linked-list/find-the-length-of-a-linked-list,https://www.youtube.com/watch?v=Nq7ok-OyEpg&t=2240,,https://www.geeksforgeeks.org/problems/count-nodes-of-linked-list/0,https://www.codingninjas.com/studio/problems/count-nodes-of-linked-list_5884,,,,,,434,takeuforward roadmap
130,6,"Step 6: Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",1,1. Learn 1D LinkedList,Search an element in the LL,Easy,"Linked List, Data Structures",Not Started,,,,https://takeuforward.org/linked-list/search-an-element-in-a-linked-list,https://www.youtube.com/watch?v=Nq7ok-OyEpg&t=2524,,https://www.geeksforgeeks.org/problems/search-in-linked-list-1664434326/1,https://www.codingninjas.com/studio/problems/search-in-a-linked-list_975381,,,,,,439,takeuforward roadmap
131,6,"Step 6: Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",2,2. Learn Doubly LinkedList,"Introduction to DLL, learn about struct, and how is node represented",Easy,"Linked List, Data Structures",Not Started,,,,https://takeuforward.org/linked-list/introduction-to-doubly-linked-list,https://www.youtube.com/watch?v=0eKMU10uEDI,,https://www.geeksforgeeks.org/problems/introduction-to-doubly-linked-list/1,https://www.codingninjas.com/studio/problems/introduction-to-doubly-linked-list_8160413,https://takeuforward.org/plus/dsa/problems/introduction-to-doubly-ll,,,,,,takeuforward roadmap
132,6,"Step 6: Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",2,2. Learn Doubly LinkedList,Insert a node in DLL,Easy,"Linked List, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/insert-at-end-of-doubly-linked-list/,https://www.youtube.com/watch?v=0eKMU10uEDI&t=2684,,https://www.geeksforgeeks.org/problems/insert-a-node-in-doubly-linked-list/1,https://www.codingninjas.com/studio/problems/insert-at-end-of-doubly-linked-list_8160464,https://takeuforward.org/plus/dsa/problems/insert-node-before-head-in-dll,,,,,,takeuforward roadmap
133,6,"Step 6: Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",2,2. Learn Doubly LinkedList,Delete a node in DLL,Medium,"Linked List, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/delete-last-node-of-a-doubly-linked-list/,https://www.youtube.com/watch?v=0eKMU10uEDI&t=853,,https://www.geeksforgeeks.org/problems/delete-node-in-doubly-linked-list/1,https://www.codingninjas.com/studio/problems/delete-last-node-of-a-doubly-linked-list_8160469,https://takeuforward.org/plus/dsa/problems/delete-head-of-dll,,,,,429,takeuforward roadmap
134,6,"Step 6: Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",2,2. Learn Doubly LinkedList,Reverse a DLL,Medium,"Linked List, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/reverse-a-doubly-linked-list/,https://www.youtube.com/watch?v=u3WUW2qe6ww,,https://www.geeksforgeeks.org/problems/reverse-a-doubly-linked-list/1,https://www.codingninjas.com/studio/problems/reverse-a-doubly-linked-list_1116098,,,,,,,takeuforward roadmap
135,6,"Step 6: Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",3,3. Medium Problems of LL,Middle of a LinkedList [TortoiseHare Method],Easy,"Linked List, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/find-middle-element-in-a-linked-list/,https://www.youtube.com/watch?v=7LjQ57RqgEc,https://leetcode.com/problems/middle-of-the-linked-list/,https://www.geeksforgeeks.org/problems/finding-middle-element-in-a-linked-list/1,https://www.codingninjas.com/studio/problems/middle-of-linked-list_973250,https://takeuforward.org/plus/dsa/problems/find-middle-of-linked-list,,,,,451,takeuforward roadmap
136,6,"Step 6: Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",3,3. Medium Problems of LL,Reverse a LinkedList [Iterative],Easy,"Linked List, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/reverse-a-linked-list/,https://www.youtube.com/watch?v=D2vI2DNJGd8,https://leetcode.com/problems/reverse-linked-list/,https://www.geeksforgeeks.org/problems/reverse-a-linked-list/1,https://www.codingninjas.com/studio/problems/reverse-linked-list_920513,https://takeuforward.org/plus/dsa/problems/reverse-a-ll,,,,,456,takeuforward roadmap
137,6,"Step 6: Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",3,3. Medium Problems of LL,Reverse a LL [Recursive],Easy,"Linked List, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/reverse-a-linked-list/,https://www.youtube.com/watch?v=D2vI2DNJGd8,https://leetcode.com/problems/reverse-linked-list/,https://www.geeksforgeeks.org/problems/reverse-a-linked-list/1,https://www.codingninjas.com/studio/problems/reverse-linked-list_920513,https://takeuforward.org/plus/dsa/problems/reverse-a-ll,,,,,,takeuforward roadmap
138,6,"Step 6: Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",3,3. Medium Problems of LL,Detect a loop in LL,Medium,"Linked List, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/detect-a-cycle-in-a-linked-list/,https://www.youtube.com/watch?v=wiOo4DC5GGA,https://leetcode.com/problems/linked-list-cycle/,https://www.geeksforgeeks.org/problems/detect-loop-in-linked-list/1,https://www.codingninjas.com/studio/problems/cycle-detection-in-a-singly-linked-list_628974,https://takeuforward.org/plus/dsa/problems/detect-a-loop-in-ll,,,,,,takeuforward roadmap
139,6,"Step 6: Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",3,3. Medium Problems of LL,Find the starting point in LL,Medium,"Linked List, Hashing, Two Pointer, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/starting-point-of-loop-in-a-linked-list/,https://www.youtube.com/watch?v=2Kd0KKmmHFc,https://leetcode.com/problems/linked-list-cycle-ii/,https://www.geeksforgeeks.org/problems/delete-all-occurrences-of-a-given-key-in-a-doubly-linked-list/1,https://www.codingninjas.com/studio/problems/linked-list-cycle-ii_1112628,https://takeuforward.org/plus/dsa/problems/find-the-starting-point-in-ll,,,,,464,takeuforward roadmap
140,6,"Step 6: Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",3,3. Medium Problems of LL,Length of Loop in LL,Easy,"Linked List, Data Structures",Not Started,,,,https://takeuforward.org/linked-list/length-of-loop-in-linked-list,https://www.youtube.com/watch?v=I4g1qbkTPus,,https://www.geeksforgeeks.org/problems/find-length-of-loop/1,https://www.codingninjas.com/studio/problems/find-length-of-loop_8160455,https://takeuforward.org/plus/dsa/problems/length-of-loop-in-ll,,,,,469,takeuforward roadmap
141,6,"Step 6: Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",3,3. Medium Problems of LL,Check if LL is palindrome or not,Medium,"Linked List, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/check-if-given-linked-list-is-plaindrome/,https://www.youtube.com/watch?v=lRY_G-u_8jk,https://leetcode.com/problems/palindrome-linked-list/,https://www.geeksforgeeks.org/problems/check-if-linked-list-is-pallindrome/1,https://www.codingninjas.com/studio/problems/check-if-linked-list-is-palindrome_985248,https://takeuforward.org/plus/dsa/problems/check-if-ll-is-palindrome-or-not,,,,,,takeuforward roadmap
142,6,"Step 6: Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",3,3. Medium Problems of LL,Segrregate odd and even nodes in LL,Medium,"Linked List, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/segregate-even-and-odd-nodes-in-linkedlist,https://www.youtube.com/watch?v=qf6qp7GzD5Q,https://leetcode.com/problems/odd-even-linked-list/,https://www.geeksforgeeks.org/problems/segregate-even-and-odd-nodes-in-a-linked-list5035/1,https://www.codingninjas.com/studio/problems/segregate-even-and-odd-nodes-in-a-linked-list_1116100,https://takeuforward.org/plus/dsa/problems/segregate-odd-and-even-nodes-in-ll,,,,,,takeuforward roadmap
143,6,"Step 6: Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",3,3. Medium Problems of LL,Remove Nth node from the back of the LL,Medium,"Linked List, Two Pointer, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/remove-n-th-node-from-the-end-of-a-linked-list/,https://www.youtube.com/watch?v=3kMKYQ2wNIU,https://leetcode.com/problems/remove-nth-node-from-end-of-list/,https://www.geeksforgeeks.org/problems/nth-node-from-end-of-linked-list/1,https://www.codingninjas.com/studio/problems/delete-kth-node-from-end_799912,https://takeuforward.org/plus/dsa/problems/remove-nth-node-from-the-back-of-the-ll,,,,,,takeuforward roadmap
144,6,"Step 6: Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",3,3. Medium Problems of LL,Delete the middle node of LL,Medium,"Linked List, Data Structures",Not Started,,,,https://takeuforward.org/linked-list/delete-the-middle-node-of-the-linked-list,https://www.youtube.com/watch?v=ePpV-_pfOeI,https://leetcode.com/problems/delete-the-middle-node-of-a-linked-list/,https://www.geeksforgeeks.org/problems/delete-middle-of-linked-list/1,https://www.codingninjas.com/studio/problems/delete-middle-node_763267,https://takeuforward.org/plus/dsa/problems/delete-the-middle-node-in-ll,,,,,485,takeuforward roadmap
145,6,"Step 6: Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",3,3. Medium Problems of LL,Sort LL,Medium,"Linked List, Data Structures",Not Started,,,,https://takeuforward.org/linked-list/sort-a-linked-list,https://www.youtube.com/watch?v=8ocB7a_c-Cc,https://leetcode.com/problems/sort-list/,https://www.geeksforgeeks.org/problems/linked-list-that-is-sorted-alternatingly/1,https://www.codingninjas.com/studio/problems/sort-linked-list_625193,https://takeuforward.org/plus/dsa/problems/sort-ll,,,,,,takeuforward roadmap
146,6,"Step 6: Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",3,3. Medium Problems of LL,Sort a LL of 0's 1's and 2's by changing links,Medium,"Arrays, Two Pointer, Data Structures",Not Started,,,,,https://www.youtube.com/watch?v=gRII7LhdJWc,,https://www.geeksforgeeks.org/problems/given-a-linked-list-of-0s-1s-and-2s-sort-it/1,https://www.codingninjas.com/studio/problems/sort-linked-list-of-0s-1s-2s_1071937,https://takeuforward.org/plus/dsa/problems/sort-a-ll-of-0's-1's-and-2's,,,,,,takeuforward roadmap
147,6,"Step 6: Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",3,3. Medium Problems of LL,Find the intersection point of Y LL,Medium,"Linked List, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/find-intersection-of-two-linked-lists/,https://www.youtube.com/watch?v=0DYoPz2Tpt4,https://leetcode.com/problems/intersection-of-two-linked-lists/,https://www.geeksforgeeks.org/problems/intersection-of-two-linked-list/1,https://www.codingninjas.com/studio/problems/-intersection-of-two-linked-lists_630457,https://takeuforward.org/plus/dsa/problems/find-the-intersection-point-of-y-ll,,,,,,takeuforward roadmap
148,6,"Step 6: Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",3,3. Medium Problems of LL,Add 1 to a number represented by LL,Medium,"Linked List, Data Structures",Not Started,,,,,https://www.youtube.com/watch?v=aXQWhbvT3w0,,https://www.geeksforgeeks.org/problems/add-1-to-a-number-represented-as-linked-list/1,https://www.codingninjas.com/studio/problems/add-one-to-a-number-represented-as-linked-list_920557,https://takeuforward.org/plus/dsa/problems/add-one-to-a-number-represented-by-ll/,,,,,506,takeuforward roadmap
149,6,"Step 6: Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",3,3. Medium Problems of LL,Add 2 numbers in LL,Medium,"Linked List, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/add-two-numbers-represented-as-linked-lists/,https://www.youtube.com/watch?v=XmRrGzR6udg,https://leetcode.com/problems/add-two-numbers/,https://www.geeksforgeeks.org/problems/add-two-numbers-represented-by-linked-lists/1,https://www.codingninjas.com/studio/problems/add-two-numbers_1170520,https://takeuforward.org/plus/dsa/problems/add-two-numbers-in-ll,,,,,,takeuforward roadmap
150,6,"Step 6: Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",4,4. Medium Problems of DLL,Delete all occurrences of a key in DLL,Medium,"Linked List, Data Structures",Not Started,,,,,https://www.youtube.com/watch?v=Mh0NH_SD92k,,https://www.geeksforgeeks.org/problems/delete-all-occurrences-of-a-given-key-in-a-doubly-linked-list/1,https://www.codingninjas.com/studio/problems/delete-all-occurrences-of-a-given-key-in-a-doubly-linked-list_8160461,https://takeuforward.org/plus/dsa/problems/delete-all-occurrences-of-a-key-in-dll,,,,,514,takeuforward roadmap
151,6,"Step 6: Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",4,4. Medium Problems of DLL,Find pairs with given sum in DLL,Medium,"Linked List, Data Structures",Not Started,,,,,https://www.youtube.com/watch?v=YitR4dQsddE,,https://www.geeksforgeeks.org/problems/find-pairs-with-given-sum-in-doubly-linked-list/1,https://www.codingninjas.com/studio/problems/find-pairs-with-given-sum-in-doubly-linked-list_1164172,,,,,,516,takeuforward roadmap
152,6,"Step 6: Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",4,4. Medium Problems of DLL,Remove duplicates from sorted DLL,Medium,"Linked List, Data Structures",Not Started,,,,,https://www.youtube.com/watch?v=YJKVTnOJXSY,,https://www.geeksforgeeks.org/problems/remove-duplicates-from-a-sorted-doubly-linked-list/1,https://www.codingninjas.com/studio/problems/remove-duplicates-from-a-sorted-doubly-linked-list_2420283,https://takeuforward.org/plus/dsa/problems/remove-duplicated-from-sorted-dll,,,,,519,takeuforward roadmap
153,6,"Step 6: Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",5,5. Hard Problems of LL,Reverse LL in group of given size K,Hard,"Linked List, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/reverse-linked-list-in-groups-of-size-k/,https://www.youtube.com/watch?v=lIar1skcQYI,https://leetcode.com/problems/reverse-nodes-in-k-group/,https://www.geeksforgeeks.org/problems/find-pairs-with-given-sum-in-doubly-linked-list/1,https://www.codingninjas.com/studio/problems/reverse-list-in-k-groups_983644,https://takeuforward.org/plus/dsa/problems/reverse-ll-in-group-of-given-size-k,,,,,521,takeuforward roadmap
154,6,"Step 6: Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",5,5. Hard Problems of LL,Rotate a LL,Medium,"Linked List, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/rotate-a-linked-list/,https://www.youtube.com/watch?v=uT7YI7XbTY8,https://leetcode.com/problems/rotate-list/description/,https://www.geeksforgeeks.org/problems/rotate-a-linked-list/1,https://www.codingninjas.com/studio/problems/rotate-linked-list_920454,https://takeuforward.org/plus/dsa/problems/rotate-a-ll,,,,,,takeuforward roadmap
155,6,"Step 6: Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",5,5. Hard Problems of LL,Flattening of LL,Hard,"Linked List, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/flattening-a-linked-list/,https://www.youtube.com/watch?v=ykelywHJWLg,,https://www.geeksforgeeks.org/problems/flattening-a-linked-list/1,https://www.codingninjas.com/studio/problems/flatten-a-linked-list_1112655,https://takeuforward.org/plus/dsa/problems/flattening-of-ll,,,,,528,takeuforward roadmap
156,6,"Step 6: Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",5,5. Hard Problems of LL,Clone a Linked List with random and next pointer,Hard,"Linked List, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/clone-linked-list-with-random-and-next-pointer/,https://www.youtube.com/watch?v=q570bKdrnlw,https://leetcode.com/problems/copy-list-with-random-pointer/,https://www.geeksforgeeks.org/problems/clone-a-linked-list-with-next-and-random-pointer/1,https://www.codingninjas.com/studio/problems/clone-a-linked-list-with-random-pointers_983604,https://takeuforward.org/plus/dsa/problems/clone-a-ll-with-random-and-next-pointer,,,,,533,takeuforward roadmap
157,7,Step 7: Recursion [PatternWise],1,1. Get a Strong Hold,Recursive Implementation of atoi(),Hard,"String, Recursion, Data Structures",Not Started,,,,,,https://leetcode.com/problems/string-to-integer-atoi/,https://www.geeksforgeeks.org/problems/implement-atoi/1,https://www.codingninjas.com/studio/problems/implement-atoi-function_981270,,,,,,540,takeuforward roadmap
158,7,Step 7: Recursion [PatternWise],1,1. Get a Strong Hold,"Pow(x, n)",Medium,"Maths, Recursion",Not Started,,,,https://takeuforward.org/data-structure/implement-powxn-x-raised-to-the-power-n/,https://www.youtube.com/watch?v=l0YC3876qxg,https://leetcode.com/problems/powx-n/,https://www.geeksforgeeks.org/problems/power-of-numbers-1587115620/1,https://www.codingninjas.com/studio/problems/find-x-raised-to-power-n-_626560,"https://takeuforward.org/plus/dsa/problems/pow(x,n)",,,,,,takeuforward roadmap
159,7,Step 7: Recursion [PatternWise],1,1. Get a Strong Hold,Count Good numbers,Easy,"Maths, Data Structures",Not Started,,,,,,https://leetcode.com/problems/count-good-numbers/,https://www.geeksforgeeks.org/problems/good-numbers4629/1,https://www.codingninjas.com/studio/problems/good-numbers_625508,,,,,,546,takeuforward roadmap
160,7,Step 7: Recursion [PatternWise],1,1. Get a Strong Hold,Sort a stack using recursion,Medium,"Stack, Sorting, Data Structures",Not Started,,,,,,,https://www.geeksforgeeks.org/problems/sort-a-stack/1,https://www.codingninjas.com/codestudio/problems/sort-stack_1229505,,,,,,552,takeuforward roadmap
